scene_id,OID,lng,lat,date,image_path,filename,image_url
S0091,34778,106.553036,29.561931,201907,images/34778_106.553036_29.561931_201907.jpg,34778_106.553036_29.561931_201907.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/34778_106.553036_29.561931_201907.jpg
S0092,27379,106.49715,29.558486,202107,images/27379_106.49715_29.558486_202107.jpg,27379_106.49715_29.558486_202107.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/27379_106.49715_29.558486_202107.jpg
S0093,51814,106.526735,29.578233,202210,images/51814_106.526735_29.578233_202210.jpg,51814_106.526735_29.578233_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/51814_106.526735_29.578233_202210.jpg
S0094,17388,106.565048,29.575193,202210,images/17388_106.565048_29.575193_202210.jpg,17388_106.565048_29.575193_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/17388_106.565048_29.575193_202210.jpg
S0095,10041,106.477129,29.49225,201907,images/10041_106.477129_29.49225_201907.jpg,10041_106.477129_29.49225_201907.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/10041_106.477129_29.49225_201907.jpg
S0096,15555,106.523138,29.548374,201906,images/15555_106.523138_29.548374_201906.jpg,15555_106.523138_29.548374_201906.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/15555_106.523138_29.548374_201906.jpg
S0097,48098,106.46496,29.541594,201711,images/48098_106.46496_29.541594_201711.jpg,48098_106.46496_29.541594_201711.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/48098_106.46496_29.541594_201711.jpg
S0098,48335,106.551024,29.517354,202210,images/48335_106.551024_29.517354_202210.jpg,48335_106.551024_29.517354_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/48335_106.551024_29.517354_202210.jpg
S0099,24769,106.480692,29.529241,201906,images/24769_106.480692_29.529241_201906.jpg,24769_106.480692_29.529241_201906.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/24769_106.480692_29.529241_201906.jpg
S0100,58637,106.521977,29.580222,202210,images/58637_106.521977_29.580222_202210.jpg,58637_106.521977_29.580222_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/58637_106.521977_29.580222_202210.jpg
S0101,38271,106.46436,29.502627,201907,images/38271_106.46436_29.502627_201907.jpg,38271_106.46436_29.502627_201907.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/38271_106.46436_29.502627_201907.jpg
